15.24232,83.84528,57.78338,-26.52488,66.30214,39.05798,-25.10511,73.84371,66.42588,-4.494664,66.86947,101.8975,-4.494664,66.86947,101.8975,-17.96516,129.7914,-1.295232,-10.19023,122.7955,15.92704,1.434049,107.1497,45.97387,11.4992,78.1208,99.05361,-20.59049,60.14253,41.71622,-12.61561,75.68848,25.69479,16.80433,97.87805,41.71561,20.14719,74.50552,94.86917,-7.720058,52.64664,44.76112,1.935658,65.26709,28.004,30.60795,84.82919,41.5148,27.52525,68.52988,91.02922,6.017054,53.0753,42.13029,15.94819,58.10941,30.21881,40.4251,69.92174,41.63086,31.16999,57.80412,87.50182,2
15.40984,83.96038,57.84498,-26.34672,66.4313,39.07721,-24.93476,73.98843,66.44123,-4.387572,67.04673,101.9559,-4.387572,67.04673,101.9559,-17.63396,130.043,-1.255693,-9.904652,122.9933,15.96519,1.640342,107.2711,46.00269,11.6224,78.27634,99.11676,-20.43912,60.28939,41.75502,-12.42799,75.81361,25.7306,17.00331,97.97726,41.76645,20.26982,74.64701,94.94331,-7.578475,52.77827,44.82787,2.107988,65.37263,28.06886,30.79139,84.91163,41.58952,27.64416,68.65916,91.11526,6.161798,53.18781,42.20902,16.11005,58.1999,30.30254,40.59047,69.99249,41.72745,31.27918,57.92596,87.60051,2
15.47773,83.99532,57.90022,-26.24331,66.45903,39.06258,-24.86137,74.00314,66.43172,-4.373007,67.06655,101.9814,-4.373007,67.06655,101.9814,-17.46356,130.1739,-1.201973,-9.767874,123.0872,16.01876,1.721321,107.3088,46.04823,11.63971,78.2981,99.1655,-20.34957,60.32715,41.75924,-12.31984,75.85655,25.74916,17.09012,98.01733,41.82805,20.29252,74.67065,95.00161,-7.492568,52.8159,44.84419,2.213995,65.41624,28.10132,30.87927,84.95267,41.66405,27.67198,68.68449,91.18079,6.251088,53.22696,42.24236,16.21388,58.24365,30.34998,40.67917,70.03413,41.80941,31.31205,57.95263,87.66717,2
15.51895,84.01236,57.92855,-26.17993,66.46763,39.05559,-24.81649,74.0081,66.42667,-4.358395,67.07507,101.9945,-4.358395,67.07507,101.9945,-17.37807,130.2276,-1.176123,-9.696488,123.1271,16.0452,1.76955,107.328,46.07264,11.65594,78.30728,99.19041,-20.29761,60.34693,41.76397,-12.25908,75.87855,25.76045,17.14098,98.03744,41.86002,20.3113,74.68069,95.03108,-7.443243,52.83532,44.85221,2.273522,65.43898,28.11775,30.93034,84.97292,41.70192,27.69313,68.69531,91.21361,6.302176,53.24684,42.25949,16.27197,58.26593,30.374,40.73027,70.05443,41.85039,31.33542,57.96415,87.70016,2
15.57608,84.02706,57.94053,-26.11735,66.48919,39.04928,-24.76268,74.02452,66.4222,-4.31832,67.08351,101.9963,-4.31832,67.08351,101.9963,-17.28838,130.2744,-1.16118,-9.61606,123.1631,16.05985,1.833382,107.3465,46.0844,11.69824,78.31445,99.19997,-20.23722,60.36886,41.76018,-12.19183,75.90224,25.76183,17.20521,98.05506,41.87527,20.35463,74.68769,95.04291,-7.385208,52.85521,44.84991,2.338847,65.46104,28.12133,30.99315,84.98901,41.71938,27.73709,68.70222,91.22681,6.361301,53.26555,42.26257,16.33561,58.28587,30.38138,40.79135,70.06939,41.86834,31.37937,57.97132,87.71254,2
15.65365,84.04395,57.93825,-26.03606,66.51441,39.03804,-24.68709,74.04306,66.41308,-4.246417,67.08729,101.9865,-4.246417,67.08729,101.9865,-17.19796,130.3246,-1.147401,-9.528675,123.2035,16.07092,1.913652,107.3681,46.08828,11.77114,78.31814,99.19541,-20.15874,60.39308,41.74912,-12.11151,75.9304,25.75551,17.28534,98.07709,41.87774,20.42773,74.69218,95.03808,-7.308302,52.87788,44.83469,2.418412,65.48861,28.11134,31.07247,85.01022,41.71902,27.81022,68.70749,91.2208,6.43866,53.28808,42.2495,16.41438,58.31171,30.3709,40.86971,70.08994,41.86414,31.45219,57.97751,87.70341,2
15.69429,84.05334,57.93497,-25.99465,66.52908,39.03032,-24.64839,74.05406,66.40651,-4.209112,67.08978,101.979,-4.209112,67.08978,101.979,-17.15074,130.351,-1.14216,-9.482548,123.2254,16.07481,1.956149,107.3803,46.08842,11.80918,78.32031,99.1909,-20.11776,60.40705,41.74183,-12.06954,75.94615,25.75046,17.3276,98.08926,41.87707,20.46582,74.69466,95.03339,-7.268543,52.89082,44.82433,2.459818,65.50407,28.10385,31.11408,85.02173,41.71679,27.84821,68.71028,91.21546,6.478671,53.30071,42.24031,16.45524,58.32599,30.36311,40.91055,70.10092,41.85978,31.48984,57.98074,87.69635,2
15.80842,84.08419,57.93773,-25.87642,66.57072,39.02121,-24.53774,74.09236,66.39869,-4.107626,67.11504,101.9739,-4.107626,67.11504,101.9739,-17.01115,130.4193,-1.127784,-9.34708,123.2848,16.08729,2.078464,107.4176,46.09423,11.91405,78.34217,99.19153,-20.00474,60.44995,41.73954,-11.95176,75.98905,25.75057,17.44834,98.1236,41.88354,20.57055,74.71532,95.03478,-7.16,52.93084,44.81448,2.574968,65.54575,28.09908,31.23152,85.05258,41.7227,27.95214,68.72999,91.2168,6.58811,53.3376,42.23427,16.56793,58.36333,30.35999,41.02417,70.12925,41.86393,31.5917,58.00037,87.69578,2
15.8668,84.09779,57.98207,-25.80537,66.57109,39.06805,-24.4815,74.12354,66.43776,-4.066546,67.17001,102.0263,-4.066546,67.17001,102.0263,-16.91309,130.4171,-1.120177,-9.257068,123.2882,16.10082,2.150586,107.4293,46.11894,11.96114,78.38737,99.23918,-19.95444,60.46928,41.79384,-11.89065,75.99278,25.79516,17.51683,98.12483,41.91811,20.61674,74.75333,95.08684,-7.114144,52.94624,44.87582,2.630602,65.54448,28.15355,31.2937,85.04703,41.76953,27.99622,68.76167,91.27469,6.635017,53.34415,42.2983,16.61965,58.35687,30.42257,41.07909,70.11906,41.92352,31.6313,58.02776,87.76215,2
15.89267,84.09763,58.01413,-25.76713,66.55408,39.1032,-24.45049,74.12882,66.46711,-4.047155,67.20067,102.0673,-4.047155,67.20067,102.0673,-16.87187,130.395,-1.115013,-9.218543,123.2729,16.11001,2.182898,107.4256,46.13661,11.98348,78.41238,99.27438,-19.93366,60.46857,41.83786,-11.86514,75.98068,25.83053,17.54703,98.11483,41.94203,20.63838,74.77376,95.12462,-7.095433,52.9442,44.92463,2.653425,65.53023,28.19557,31.32065,85.03351,41.80183,28.01656,68.77802,91.31637,6.654124,53.33728,42.34554,16.64121,58.34069,30.46795,41.10229,70.10318,41.96508,31.64914,58.04115,87.8103,2
15.93688,84.08997,58.0783,-25.6861,66.50275,39.15538,-24.38594,74.12104,66.50798,-4.026326,67.25821,102.1458,-4.026326,67.25821,102.1458,-16.77801,130.3516,-1.110259,-9.135303,123.24,16.12382,2.244893,107.412,46.16865,12.01198,78.45676,99.3442,-19.9037,60.46569,41.90096,-11.81545,75.9584,25.8848,17.60457,98.08681,41.98984,20.66589,74.80786,95.20139,-7.066519,52.93501,45.01867,2.695239,65.49503,28.2776,31.37023,84.99692,41.86947,28.04153,68.80303,91.40254,6.684432,53.31699,42.43623,16.68009,58.30052,30.55749,41.1427,70.06083,42.05359,31.66859,58.05973,87.91048,2
15.94841,84.08617,58.09122,-25.67134,66.49364,39.16647,-24.37104,74.11861,66.5172,-4.019415,67.26862,102.1621,-4.019415,67.26862,102.1621,-16.75598,130.3384,-1.110776,-9.115712,123.2293,16.12544,2.260353,107.4071,46.17488,12.02064,78.46415,99.35837,-19.89675,60.46366,41.91122,-11.80312,75.9528,25.89431,17.6189,98.07863,41.99924,20.67423,74.81293,95.21693,-7.058859,52.93118,45.03824,2.705607,65.48553,28.29448,31.38269,84.98673,41.88292,28.0492,68.80608,91.41999,6.692342,53.31071,42.45522,16.6897,58.28969,30.57601,41.15301,70.04929,42.07138,31.67489,58.06136,87.93088,2
16.03938,83.99927,58.10612,-25.58284,66.39291,39.17549,-24.25427,74.01955,66.52439,-3.926231,67.21896,102.1922,-3.926231,67.21896,102.1922,-16.65572,130.2299,-1.118751,-9.015824,123.1274,16.12033,2.358342,107.3178,46.17717,12.11779,78.40614,99.37778,-19.8256,60.38363,41.91919,-11.72093,75.86729,25.90256,17.71225,97.98041,42.00455,20.76905,74.74867,95.23698,-6.983447,52.84525,45.07705,2.783128,65.38472,28.32339,31.47071,84.88285,41.89407,28.1408,68.73631,91.44252,6.767793,53.21858,42.48399,16.76716,58.18528,30.60133,41.235,69.94157,42.09041,31.76142,57.98782,87.95977,2
16.09764,83.92806,58.17361,-25.54575,66.27932,39.27246,-24.1675,73.92414,66.61383,-3.839269,67.21832,102.2994,-3.839269,67.21832,102.2994,-16.62037,130.0661,-1.112052,-8.975533,122.9901,16.13574,2.404598,107.2232,46.21272,12.20063,78.4043,99.45695,-19.77515,60.27643,42.03731,-11.67872,75.73791,25.99512,17.75826,97.88215,42.04733,20.85037,74.74174,95.31749,-6.925681,52.7469,45.20959,2.828916,65.26016,28.42937,31.51961,84.78752,41.95136,28.22134,68.72459,91.52909,6.824297,53.11965,42.60341,16.81748,58.06812,30.70794,41.28739,69.84879,42.16761,31.84242,57.97099,88.06259,2
16.09764,83.92806,58.17361,-25.54575,66.27932,39.27246,-24.1675,73.92414,66.61383,-3.839269,67.21832,102.2994,-3.839269,67.21832,102.2994,-16.62037,130.0661,-1.112052,-8.975533,122.9901,16.13574,2.404598,107.2232,46.21272,12.20063,78.4043,99.45695,-19.77515,60.27643,42.03731,-11.67872,75.73791,25.99512,17.75826,97.88215,42.04733,20.85037,74.74174,95.31749,-6.925681,52.7469,45.20959,2.828916,65.26016,28.42937,31.51961,84.78752,41.95136,28.22134,68.72459,91.52909,6.824297,53.11965,42.60341,16.81748,58.06812,30.70794,41.28739,69.84879,42.16761,31.84242,57.97099,88.06259,2
16.10918,83.89553,58.18796,-25.54765,66.24329,39.28402,-24.14899,73.8764,66.62762,-3.822288,67.1895,102.3177,-3.822288,67.1895,102.3177,-16.61868,130.0157,-1.106195,-8.972613,122.9445,16.143,2.409989,107.1849,46.22289,12.21474,78.37891,99.47249,-19.75968,60.23209,42.05303,-11.66585,75.69356,26.00952,17.76586,97.84687,42.05888,20.86528,74.7177,95.3335,-6.906792,52.70614,45.23049,2.844282,65.21856,28.44759,31.53046,84.75565,41.9651,28.23763,68.70164,91.54607,6.843089,53.08198,42.62267,16.8351,58.03054,30.72626,41.30198,69.8194,42.18399,31.86129,57.94827,88.08158,2
16.15524,83.81086,58.19148,-25.54456,66.16532,39.28326,-24.09117,73.76308,66.63386,-3.762676,67.1097,102.3291,-3.762676,67.1097,102.3291,-16.59295,129.8995,-1.116357,-8.944701,122.8363,16.13514,2.442319,107.0887,46.21964,12.26806,78.30669,99.47836,-19.7039,60.12234,42.06528,-11.61868,75.58368,26.0173,17.80275,97.75739,42.05732,20.92012,74.64867,95.33976,-6.845464,52.60466,45.24688,2.89732,65.11646,28.4587,31.57436,84.67352,41.96671,28.29531,68.63522,91.55368,6.904089,52.98731,42.63518,16.89302,57.93692,30.73662,41.3539,69.74259,42.18985,31.92437,57.88257,88.0926,2
16.1778,83.7836,58.13324,-25.51938,66.1263,39.18488,-24.06214,73.68621,66.54576,-3.748042,67.03661,102.2499,-3.748042,67.03661,102.2499,-16.58233,129.8676,-1.171842,-8.938112,122.8035,16.0811,2.445105,107.0515,46.16471,12.27135,78.25381,99.41487,-19.64492,60.06211,41.96528,-11.56621,75.54327,25.93314,17.81904,97.7403,42.00722,20.93027,74.60802,95.2798,-6.778338,52.55718,45.15806,2.960351,65.08898,28.38243,31.60601,84.67259,41.91852,28.31484,68.60515,91.49525,6.972473,52.95747,42.55373,16.96351,57.92476,30.66432,41.40289,69.75301,42.14014,31.95864,57.85852,88.03096,2
16.20849,83.75562,58.07875,-25.46436,66.06889,39.05939,-24.02879,73.58416,66.43371,-3.744659,66.93455,102.1549,-3.744659,66.93455,102.1549,-16.55125,129.8334,-1.23117,-8.91861,122.7682,16.02642,2.448959,107.0085,46.11195,12.25787,78.18347,99.35049,-19.54925,59.98221,41.84356,-11.4781,75.492,25.83531,17.84538,97.72903,41.96679,20.92889,74.55706,95.22372,-6.673398,52.49837,45.04643,3.0645,65.06232,28.29441,31.65637,84.68668,41.88513,28.32942,68.57095,91.4438,7.080179,52.9263,42.45893,17.07831,57.92193,30.58736,41.48024,69.78486,42.10696,31.99745,57.83397,87.97517,2
16.31655,83.7368,57.94941,-25.29662,65.98418,38.84896,-23.91439,73.46519,66.2354,-3.663496,66.81783,101.9759,-3.663496,66.81783,101.9759,-16.46425,129.795,-1.363292,-8.840853,122.7318,15.89921,2.517434,106.968,45.98612,12.31509,78.10995,99.20882,-19.35588,59.89251,41.62711,-11.29828,75.44115,25.64974,17.94363,97.73177,41.85516,21.00167,74.50983,95.0918,-6.466268,52.43642,44.84678,3.266492,65.04304,28.12385,31.78747,84.72424,41.78115,28.42316,68.54642,91.31706,7.290387,52.90205,42.27928,17.29533,57.93555,30.42946,41.64842,69.84692,42.00233,32.12362,57.82247,87.8426,2
16.38864,83.73422,57.87135,-25.19672,65.94525,38.74897,-23.84235,73.42027,66.13844,-3.594257,66.77422,101.8808,-3.594257,66.77422,101.8808,-16.41647,129.772,-1.443455,-8.793811,122.7127,15.82097,2.566711,106.9522,45.90873,12.37154,78.08756,99.12654,-19.23932,59.84827,41.53673,-11.19902,75.40971,25.5631,18.00687,97.73699,41.783,21.06495,74.49991,95.01303,-6.347331,52.40975,44.74467,3.378777,65.0347,28.0317,31.86722,84.74703,41.71199,28.49606,68.54726,91.24026,7.410226,52.89391,42.18367,17.41578,57.94426,30.34154,41.74688,69.88213,41.93332,32.21202,57.82924,87.76402,2
16.45287,83.73166,57.80334,-25.1066,65.91256,38.66848,-23.78125,73.38959,66.05883,-3.53192,66.74059,101.7999,-3.53192,66.74059,101.7999,-16.36866,129.7556,-1.513086,-8.747396,122.6985,15.75285,2.613617,106.9397,45.84128,12.42416,78.06998,99.05534,-19.14038,59.81336,41.46297,-11.11472,75.38411,25.49106,18.06431,97.74033,41.71944,21.12269,74.49178,94.94444,-6.247682,52.38901,44.65852,3.473301,65.02783,27.95305,31.93713,84.76369,41.65064,28.56107,68.54728,91.17314,7.510543,52.88723,42.10217,17.51655,57.95032,30.26586,41.83096,69.90821,41.87203,32.28874,57.83377,87.69553,2
16.60316,83.74754,57.71967,-24.96494,65.92891,38.6263,-23.64834,73.45352,66.00404,-3.384555,66.82206,101.7402,-3.384555,66.82206,101.7402,-16.19035,129.7263,-1.647677,-8.573931,122.683,15.62601,2.776137,106.9495,45.73186,12.57801,78.13831,98.97918,-18.99916,59.82512,41.44852,-10.97735,75.36475,25.44439,18.22047,97.73572,41.61854,21.27365,74.54978,94.87115,-6.11895,52.40302,44.6163,3.607069,65.01566,27.89399,32.08531,84.75048,41.56311,28.70773,68.59615,91.10579,7.639253,52.88993,42.05547,17.6469,57.93244,30.21177,41.97004,69.88921,41.80081,32.42822,57.87614,87.64053,2
16.85221,83.78214,57.60195,-24.74164,65.95357,38.61681,-23.42433,73.57782,65.96693,-3.113483,66.9948,101.6853,-3.113483,66.9948,101.6853,-15.93183,129.6554,-1.852899,-8.311412,122.6439,15.43196,3.041931,106.97,45.56765,12.86022,78.28433,98.87967,-18.77889,59.84905,41.49549,-10.77426,75.32357,25.41983,18.47099,97.72673,41.4632,21.54747,74.67457,94.77251,-5.921,52.43185,44.60094,3.804387,64.98946,27.8369,32.31989,84.72442,41.42789,28.97062,68.70214,91.01536,7.83546,52.89565,42.02332,17.83859,57.89521,30.15761,42.18667,69.85171,41.6944,32.67464,57.96868,87.57419,2
